borrower_type,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,defaulted
rural,4,18994.25,20173.74,27389.56,13257.71,15112.21,32650.44,seasonal,48,3,,,,,8,9,16.0,17.0,2012.0,372.08,2.65,5.3,0.156,0.3547704461417447,3.0,5.0,2.0,,4.0,5.0,1.0,4.0,260900.0,agriculture,16,0
rural,7,7115.65,9280.43,18645.23,10981.15,14288.47,16868.41,daily-wage,26,2,,,,,2,8,4.0,7.0,2018.0,332.99,1.22,0.0,,,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,479200.0,agriculture,43,0
gig,3,15096.05,36554.87,45305.51,14741.94,26551.77,41627.04,daily-wage,25,3,27.9,1989.69,14.0,0.0,22,24,1.0,20.0,2017.0,651.08,1.2,10.4,0.259,0.1288544721283437,4.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,244700.0,education,56,0
gig,3,39901.22,18733.97,10558.91,33841.26,16208.93,26288.67,salaried-gig,12,3,53.4,1392.85,27.0,0.0,3,15,11.0,15.0,2023.0,479.71,1.55,3.3,0.362,0.1253444343234487,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,216600.0,business,45,0
gig,4,28389.25,16246.17,30682.01,15201.33,17237.41,25363.96,salaried-gig,13,2,54.4,1227.38,5.0,1.0,4,7,7.0,23.0,2020.0,514.84,1.02,9.4,0.388,0.1803830541654041,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,90200.0,medical,20,0
migrant,1,20285.65,21971.72,29941.65,30621.18,20921.75,29933.1,daily-wage,6,2,65.9,2135.78,14.0,1.0,5,6,14.0,24.0,,584.14,1.9,7.5,0.242,0.5316718350551921,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,145300.0,consumption,28,0
rural,4,13974.25,18520.76,26965.62,14485.39,15073.49,23227.42,daily-wage,41,3,,,,,15,16,3.0,10.0,2016.0,271.41,2.0,11.5,0.174,0.9068219914205204,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,350300.0,medical,27,0
rural,5,7416.22,7283.27,18379.0,10111.59,9221.17,16630.82,daily-wage,23,2,27.5,1213.17,7.0,0.0,15,21,4.0,21.0,2017.0,294.02,1.87,0.0,,,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,71300.0,medical,17,0
gig,2,39381.46,28262.51,14495.77,45968.5,42495.86,50977.44,self-employed,23,4,68.6,2729.54,30.0,1.0,7,9,18.0,21.0,2013.0,731.35,2.55,7.4,0.218,0.8629117598337231,4.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,181000.0,business,11,0
migrant,3,12508.73,11422.23,16900.74,20040.27,15617.49,18390.15,salaried-gig,1,1,18.7,1133.22,5.0,0.0,1,10,1.0,22.0,2024.0,374.84,0.76,9.2,0.513,0.1780541848983716,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,344500.0,business,49,1
gig,2,25842.57,12952.03,25369.74,22924.51,4572.32,14515.44,salaried-gig,12,2,55.9,1333.19,6.0,0.0,1,7,5.0,20.0,2020.0,436.96,1.48,3.8,0.394,0.426270936252874,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,283300.0,education,55,1
rural,5,7585.36,9454.67,14364.85,12472.02,9836.58,19162.54,seasonal,26,2,27.4,1543.57,13.0,0.0,4,19,1.0,10.0,2019.0,186.13,1.97,3.3,0.319,0.4328368109069264,3.0,2.0,4.0,3.0,2.0,,3.0,2.0,171900.0,agriculture,15,0
gig,2,39471.96,24923.33,21066.14,18159.59,21385.08,23836.97,salaried-gig,9,2,13.9,1050.1,13.0,1.0,4,9,1.0,12.0,2020.0,349.57,0.65,1.9,0.296,0.108725257495471,3.0,3.0,4.0,1.0,2.0,3.0,4.0,1.0,77600.0,business,37,0
gig,4,39280.82,17710.72,46630.15,33376.55,30846.99,49614.98,self-employed,17,2,39.0,1522.64,19.0,0.0,6,21,7.0,23.0,2015.0,571.36,2.06,6.7,0.187,0.2484663492934383,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,400300.0,consumption,51,0
migrant,2,26288.15,19265.28,20582.95,19598.91,30338.13,17641.1,daily-wage,8,2,35.2,,16.0,0.0,7,16,7.0,15.0,2021.0,505.28,1.51,6.1,0.272,0.6945370318201263,2.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,49000.0,medical,27,0
gig,2,48101.25,50132.96,38619.54,31200.19,44677.65,49796.31,daily-wage,28,3,96.2,2708.2,17.0,0.0,7,12,7.0,15.0,2018.0,746.39,2.39,11.0,0.193,0.7510838633565049,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,265100.0,education,24,0
rural,6,9674.05,11869.91,19976.54,11067.06,9494.25,17338.28,self-employed,29,2,,,,,7,10,7.0,20.0,2018.0,355.92,1.4,9.9,0.31,0.3354570610604034,5.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,58300.0,education,10,0
rural,5,8956.04,12073.18,20340.01,12749.3,10254.71,15852.48,seasonal,24,3,,,,,6,17,1.0,8.0,2020.0,206.09,1.64,5.1,0.316,0.5665153092410296,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,69400.0,business,51,0
rural,5,18244.65,14951.17,23148.11,15189.96,15045.26,23359.43,daily-wage,39,3,46.0,2439.57,20.0,0.0,9,22,,,2016.0,373.03,2.36,10.4,0.302,0.9074334919141336,3.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,89000.0,consumption,30,0
migrant,3,21427.15,12937.09,25882.41,21371.99,23045.5,27930.56,self-employed,2,2,50.4,1207.47,10.0,1.0,4,9,4.0,15.0,2020.0,569.35,1.49,7.8,0.377,0.5326414137978001,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,273900.0,education,38,0
migrant,1,19904.68,20548.26,25155.61,26063.86,23676.07,20815.55,self-employed,8,1,43.3,1592.37,6.0,0.0,5,10,11.0,21.0,2024.0,615.41,1.69,2.7,0.312,0.3679782687259923,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,457400.0,consumption,31,0
rural,7,13125.16,13532.25,21712.74,13064.77,11095.74,18922.2,seasonal,28,3,51.1,1247.58,15.0,0.0,8,12,,,2016.0,279.85,1.63,5.8,0.467,0.774533757942993,4.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,286800.0,education,22,0
gig,2,25563.65,12177.05,21201.56,27282.87,10687.02,22766.53,salaried-gig,6,3,13.8,541.0,0.0,1.0,0,7,,,2021.0,487.93,1.12,1.1,0.492,0.2111685339920365,2.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,185200.0,consumption,30,0
gig,2,44177.87,37525.21,32911.07,37593.48,20648.38,27463.67,self-employed,25,3,35.3,2303.31,13.0,0.0,11,24,,,2017.0,702.86,1.79,12.5,0.24,0.8716625265398845,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,81600.0,education,50,0
gig,2,50045.68,30854.88,24647.3,58721.94,38519.05,3871.17,salaried-gig,35,4,96.4,2975.57,19.0,0.0,19,20,10.0,11.0,2020.0,636.75,2.54,11.1,0.161,0.4485866779876245,4.0,4.0,2.0,4.0,3.0,,3.0,4.0,314900.0,business,36,0
rural,5,15394.56,14740.59,24508.5,13592.12,8943.77,17959.29,seasonal,36,2,71.6,1652.98,23.0,0.0,4,13,4.0,7.0,2017.0,453.36,1.93,6.3,0.305,0.7143490172006688,2.0,4.0,3.0,,4.0,3.0,3.0,2.0,419900.0,business,41,0
gig,4,35173.54,31380.15,50520.76,29107.25,41645.21,22906.59,salaried-gig,17,4,52.0,2654.58,14.0,1.0,8,17,3.0,13.0,2016.0,628.22,1.86,9.3,0.224,0.662500186257849,1.0,3.0,2.0,3.0,3.0,,4.0,3.0,427000.0,medical,57,0
gig,2,52934.08,46153.42,55255.32,31389.54,53754.03,57431.06,daily-wage,33,4,69.1,3576.67,33.0,1.0,13,13,,,2010.0,653.89,2.65,17.8,0.267,0.9105737940558594,4.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,451900.0,business,30,0
gig,2,40013.87,15793.99,10168.66,26906.05,40915.39,19643.88,daily-wage,17,2,24.9,1452.08,5.0,0.0,6,21,4.0,12.0,,435.2,1.71,8.6,0.213,0.4574227656239555,3.0,4.0,3.0,,2.0,3.0,3.0,4.0,129400.0,consumption,29,0
rural,4,14181.26,14558.48,20941.4,14138.26,15597.69,24238.8,seasonal,45,3,,,,,13,20,,,2016.0,242.53,1.51,6.9,0.199,0.6677293944897474,3.0,4.0,2.0,,4.0,4.0,2.0,2.0,130600.0,medical,21,0
migrant,3,19428.56,19398.12,17973.45,28221.01,23010.8,21628.88,daily-wage,10,2,51.2,1345.87,19.0,1.0,5,10,7.0,12.0,2020.0,429.39,0.97,7.3,0.374,0.568011736963513,3.0,2.0,3.0,2.0,3.0,,4.0,4.0,332200.0,education,12,0
gig,2,41129.17,37275.56,14078.66,16515.98,23144.37,59629.46,self-employed,37,4,85.3,3348.99,32.0,0.0,20,20,19.0,22.0,2018.0,713.33,3.15,12.5,0.095,0.9981308458177288,4.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,479500.0,education,12,0
gig,5,11897.31,14121.82,13563.26,12747.38,15513.6,18929.58,daily-wage,7,2,0.0,436.63,0.0,0.0,0,24,,,2022.0,292.4,0.55,0.0,,,2.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,173200.0,business,47,0
gig,2,36289.5,17914.3,22924.74,10086.8,24378.08,33894.5,daily-wage,23,3,46.5,2074.98,22.0,1.0,1,10,4.0,15.0,2015.0,599.47,1.65,9.1,0.304,0.2630474052534709,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,459900.0,consumption,52,0
migrant,3,11957.16,13303.0,14515.34,16931.38,18351.74,12600.05,self-employed,1,2,25.3,844.54,7.0,1.0,0,22,2.0,23.0,2021.0,319.06,0.9,2.1,0.437,0.0716080463080294,2.0,4.0,4.0,2.0,3.0,,4.0,3.0,486800.0,education,31,0
gig,2,34093.64,22978.69,29532.87,39146.09,35635.7,39746.24,salaried-gig,26,4,90.2,2638.71,29.0,0.0,8,14,14.0,19.0,2013.0,649.19,2.8,9.3,0.197,0.8407846132686596,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,198500.0,education,31,0
migrant,4,21983.26,15159.25,15389.03,20025.78,19908.07,19593.94,daily-wage,7,2,44.4,1327.62,17.0,0.0,4,11,5.0,9.0,2018.0,531.57,1.9,8.2,0.46,0.1177948311673589,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,374100.0,consumption,17,0
rural,4,12940.21,18689.23,24469.86,11369.58,17665.85,17963.1,self-employed,42,3,,,,,11,21,3.0,11.0,2015.0,471.32,2.32,11.4,0.235,0.7482685243823749,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,412000.0,agriculture,43,0
migrant,2,26247.17,32117.67,31965.03,32247.12,37392.97,37320.28,salaried-gig,12,3,62.9,2552.91,19.0,1.0,15,19,19.0,22.0,2021.0,641.07,2.07,16.7,0.165,0.359864600616235,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,145800.0,business,60,0
rural,5,14919.02,13248.1,22078.17,11204.24,12824.13,22456.51,seasonal,33,3,56.8,1631.1,18.0,1.0,8,13,7.0,10.0,2017.0,367.1,2.12,0.0,,,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,325400.0,education,22,0
migrant,2,16826.34,17964.99,20519.73,18297.16,22734.8,18659.88,self-employed,6,3,11.6,1581.56,16.0,1.0,3,21,8.0,14.0,2023.0,452.82,1.43,5.8,0.352,0.0148425216016588,2.0,2.0,3.0,,3.0,3.0,4.0,2.0,383000.0,consumption,37,0
migrant,1,21574.4,23389.06,24352.18,23359.64,22418.87,26080.69,self-employed,10,2,41.3,1714.7,21.0,1.0,1,16,2.0,8.0,2018.0,652.57,1.7,8.0,0.372,0.7682434746667732,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,433100.0,business,46,0
rural,5,11606.14,10162.4,20577.7,12855.99,13791.69,18974.3,seasonal,28,3,37.7,1899.61,2.0,0.0,4,7,1.0,10.0,2019.0,452.29,1.52,0.0,,,2.0,4.0,2.0,4.0,3.0,,2.0,2.0,263500.0,agriculture,52,0
gig,3,37166.18,30686.67,36915.6,42196.69,42571.68,14580.62,salaried-gig,24,3,77.6,3136.24,19.0,1.0,6,11,6.0,8.0,2022.0,564.55,2.72,11.4,0.161,0.9361910612793414,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,80600.0,consumption,59,0
gig,3,26956.29,23873.04,32188.28,55570.09,29255.77,37358.27,salaried-gig,24,3,25.5,2393.39,27.0,0.0,5,23,19.0,22.0,2018.0,536.01,2.02,5.7,0.262,0.47544517346704,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,381600.0,medical,54,0
gig,3,13785.89,15839.53,18927.89,16556.92,17153.49,24974.09,salaried-gig,11,2,32.8,456.96,3.0,0.0,2,12,1.0,7.0,2023.0,569.79,0.87,7.2,0.341,0.094936658043174,3.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,187500.0,business,31,0
gig,3,27274.74,28205.72,24989.58,38123.04,13302.29,48196.78,daily-wage,26,4,47.3,2366.31,19.0,0.0,8,8,15.0,22.0,2015.0,798.66,1.87,13.1,0.204,0.735545254473729,3.0,3.0,2.0,4.0,5.0,,2.0,3.0,280300.0,consumption,38,0
gig,4,20462.62,32688.41,26487.24,21883.31,21260.87,24255.94,daily-wage,12,2,51.0,898.22,0.0,1.0,6,13,,,2023.0,502.22,1.13,2.0,0.314,0.6262369186944802,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,254400.0,consumption,60,0
rural,4,10202.78,11610.64,23177.01,13027.14,13980.09,22720.17,seasonal,38,3,,,,,8,15,4.0,8.0,2014.0,356.37,2.36,0.0,,,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,261700.0,business,14,1
gig,3,32081.55,31486.02,21615.74,34448.23,38438.82,33500.02,daily-wage,21,3,37.7,1898.34,13.0,0.0,2,7,,,2017.0,571.16,1.78,9.5,0.311,0.5793928778537499,3.0,2.0,3.0,,3.0,3.0,4.0,4.0,329600.0,education,52,0
gig,4,32622.73,21039.37,19220.29,22310.25,23044.61,28557.21,self-employed,16,2,25.9,1352.59,9.0,1.0,1,7,10.0,22.0,2018.0,418.82,1.41,8.6,0.432,0.4866156173374939,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,486300.0,medical,34,0
gig,4,19759.94,29858.3,33277.65,24684.82,19117.97,29226.85,salaried-gig,22,3,54.0,2039.01,17.0,1.0,6,8,9.0,13.0,2017.0,597.39,1.84,12.2,0.258,0.9275360471821636,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,466700.0,business,57,0
migrant,1,18728.13,18633.88,18035.5,20575.2,23067.43,22307.21,self-employed,4,1,,1546.61,7.0,0.0,4,11,0.0,7.0,2021.0,433.56,0.73,4.5,0.331,0.3667635515618035,2.0,1.0,3.0,3.0,2.0,,3.0,2.0,56700.0,business,26,0
rural,7,12381.98,14924.11,16619.49,13403.63,10929.59,26002.61,self-employed,38,2,40.4,2250.53,11.0,0.0,5,12,,,2020.0,339.16,1.65,8.2,0.298,0.1587894919122136,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,271000.0,medical,36,0
gig,2,20651.78,39007.13,25882.6,16382.68,37961.65,21691.79,self-employed,23,3,42.4,2291.39,20.0,0.0,8,20,11.0,13.0,2018.0,560.16,1.81,4.1,0.219,0.6152846678051545,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,125700.0,consumption,26,0
migrant,2,35356.03,26223.9,28656.54,41244.68,34814.28,33723.7,daily-wage,14,3,64.0,2610.83,26.0,1.0,11,13,18.0,20.0,,677.4,2.49,15.8,0.197,0.9313156082160944,4.0,4.0,1.0,,3.0,4.0,2.0,5.0,332000.0,education,47,0
gig,3,34254.58,12968.35,50723.32,50843.2,35462.2,47403.22,daily-wage,36,4,87.5,3226.1,29.0,1.0,6,6,17.0,17.0,2010.0,890.26,2.72,15.1,0.129,0.6405447804479016,4.0,4.0,3.0,4.0,4.0,,2.0,5.0,345600.0,consumption,27,0
rural,6,16679.77,16767.47,30864.29,16306.11,14753.25,28512.77,seasonal,45,4,,,,,14,18,,,2015.0,399.85,2.63,0.0,,,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,424300.0,agriculture,32,0
migrant,2,22704.76,18384.07,23763.56,24996.88,30222.28,29293.71,self-employed,9,2,55.5,1177.93,17.0,0.0,5,11,3.0,6.0,2023.0,551.15,1.28,9.3,0.234,0.5307520830058344,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,444500.0,medical,24,0
gig,3,28647.94,14215.27,29592.5,34233.38,21131.45,27329.12,daily-wage,18,3,38.9,1341.55,19.0,0.0,10,12,6.0,9.0,2020.0,434.72,1.65,5.3,0.321,0.201525598508503,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,411400.0,business,19,0
gig,3,51244.29,23611.04,11444.75,59938.65,31596.77,31120.45,daily-wage,30,4,96.9,3241.25,24.0,1.0,22,22,15.0,16.0,2014.0,742.37,2.41,10.9,0.225,0.8946265890866758,4.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,283700.0,consumption,9,0
rural,6,14312.13,14930.48,22283.07,9936.51,11639.46,23592.15,seasonal,38,4,,,,,5,8,5.0,21.0,2016.0,447.1,2.17,0.0,,,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,357100.0,agriculture,59,0
gig,5,53940.34,2000.0,41426.5,37306.28,25455.12,47894.07,daily-wage,34,4,103.9,3000.7,33.0,1.0,16,22,12.0,12.0,2011.0,746.79,3.22,7.5,0.116,0.9667449314803332,4.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0,161500.0,consumption,33,0
rural,5,10692.32,11658.86,19653.81,8428.65,8067.01,20218.85,seasonal,22,1,45.0,1563.78,7.0,0.0,3,6,,,2018.0,352.97,1.6,0.0,,,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,77900.0,medical,55,0
migrant,3,38275.96,32436.82,19527.22,27272.68,42968.57,36662.57,salaried-gig,15,4,95.9,3149.63,31.0,1.0,14,15,9.0,11.0,2010.0,693.86,2.69,17.5,0.072,0.8226277006529013,5.0,4.0,2.0,5.0,4.0,4.0,1.0,5.0,148600.0,medical,50,0
migrant,1,25285.58,26368.23,17799.47,34945.23,26755.94,30590.45,salaried-gig,15,3,,2897.18,,0.0,14,16,10.0,13.0,2020.0,669.32,2.45,11.8,0.144,0.8807493914634256,3.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,493500.0,education,29,0
migrant,3,21958.12,14928.86,20808.12,18002.67,19973.28,22427.32,daily-wage,8,1,38.4,2278.57,11.0,0.0,3,21,2.0,12.0,2020.0,568.53,1.46,2.7,0.362,0.078285655873308,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,294300.0,agriculture,58,1
rural,4,17841.42,17711.99,23728.18,16426.96,18160.56,31961.72,self-employed,42,3,58.2,2185.7,13.0,0.0,15,23,,,2014.0,266.65,2.21,0.0,,,4.0,3.0,2.0,4.0,3.0,,4.0,5.0,68300.0,education,26,0
gig,3,8538.07,20555.22,2000.0,26963.03,28055.23,16209.23,daily-wage,12,3,11.8,1678.62,11.0,0.0,7,14,,,2021.0,474.96,0.96,5.2,0.423,0.5882110492334562,3.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,299400.0,business,46,0
gig,2,28402.36,33258.73,42384.3,9279.96,26744.44,40450.19,salaried-gig,26,3,49.0,3001.55,19.0,0.0,7,9,6.0,8.0,2015.0,706.56,2.16,10.4,0.247,0.5380000359330991,4.0,3.0,1.0,4.0,5.0,4.0,2.0,3.0,414100.0,business,29,0
migrant,2,20435.01,18054.11,20186.23,27237.82,23462.43,21335.25,salaried-gig,1,2,51.8,1225.8,16.0,1.0,4,13,8.0,12.0,,474.51,1.57,8.0,0.393,0.237341477500533,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,251200.0,education,39,0
gig,5,32158.18,24409.59,31841.1,22175.12,26139.12,26232.96,self-employed,14,3,63.1,2347.66,19.0,0.0,3,7,1.0,10.0,2021.0,526.89,1.72,0.0,,,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,100200.0,business,35,0
gig,3,21502.95,26832.34,21453.79,17481.49,19254.55,22691.65,salaried-gig,8,2,33.1,1467.24,15.0,0.0,4,13,2.0,6.0,2022.0,596.48,1.37,6.0,0.396,0.4196086962151677,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,279500.0,business,41,0
rural,7,9711.35,9910.41,12268.68,11279.88,12906.41,24878.5,seasonal,30,3,,,,,3,14,3.0,6.0,2021.0,287.66,2.09,0.0,,,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,298300.0,business,47,1
gig,3,18656.61,18512.58,20406.12,15169.76,3657.83,28867.1,salaried-gig,10,2,21.7,1694.4,3.0,0.0,4,16,3.0,8.0,2022.0,319.56,1.2,0.8,0.409,0.0369987180802125,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,464000.0,business,34,0
gig,5,20712.94,46711.04,27737.81,44094.46,31403.63,29299.78,self-employed,18,4,21.6,2559.6,22.0,1.0,1,9,1.0,6.0,2015.0,518.88,1.98,4.1,0.316,0.7317991675083049,4.0,3.0,4.0,,4.0,,3.0,4.0,167500.0,education,16,0
gig,3,40187.07,34436.87,41922.84,27200.31,27431.92,53591.3,salaried-gig,25,3,46.9,2659.67,18.0,0.0,9,15,9.0,13.0,2018.0,584.99,1.63,10.6,0.276,0.1677282843302409,4.0,3.0,2.0,3.0,4.0,,2.0,2.0,339000.0,medical,24,0
gig,2,39836.23,57529.89,51145.28,30970.54,36449.0,42579.58,salaried-gig,27,4,75.8,2898.6,13.0,1.0,18,19,10.0,18.0,2022.0,618.3,2.3,9.8,0.172,0.9397743156318108,3.0,3.0,2.0,4.0,4.0,,3.0,4.0,198500.0,education,30,0
migrant,3,28159.28,23147.72,24817.27,25015.94,27758.0,27735.73,daily-wage,13,3,50.4,2148.94,9.0,1.0,17,19,6.0,9.0,2021.0,461.72,2.25,7.8,0.293,0.4796759305777729,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,310100.0,education,8,0
rural,4,8824.08,12233.37,17593.87,11734.3,9111.71,20303.01,self-employed,23,2,,,,,4,10,7.0,18.0,,170.4,1.54,0.0,,,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,300400.0,agriculture,32,1
migrant,4,30766.18,31244.35,31633.36,36432.92,30573.43,33920.87,self-employed,22,3,92.5,3478.31,30.0,1.0,15,19,18.0,18.0,2012.0,604.32,3.13,17.4,0.175,0.9995755346360442,4.0,4.0,1.0,5.0,3.0,4.0,2.0,4.0,12700.0,agriculture,35,0
migrant,4,20191.73,23073.57,22307.47,19057.81,26279.59,21570.41,self-employed,5,2,24.2,2088.96,14.0,0.0,11,21,8.0,19.0,2018.0,553.68,1.59,6.7,0.23,0.3729231899753889,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,371000.0,education,32,0
rural,6,12063.14,11842.24,24257.3,18467.41,12098.92,21840.63,seasonal,35,2,36.1,2001.91,23.0,0.0,4,9,8.0,16.0,2018.0,345.42,1.88,0.0,,,5.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,426400.0,agriculture,36,0
gig,3,26814.07,25123.02,9600.31,20426.11,15011.87,14301.56,self-employed,6,1,39.0,1116.13,1.0,0.0,1,13,8.0,17.0,2022.0,476.25,0.81,1.4,0.535,0.0320623196787412,2.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,82900.0,consumption,28,1
gig,4,34061.43,35727.8,18321.72,19998.7,32985.43,56143.75,salaried-gig,29,3,59.6,2042.11,23.0,1.0,13,16,7.0,7.0,2015.0,684.93,2.43,10.7,0.289,0.746245762464043,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,209900.0,business,9,0
rural,5,9747.1,10090.76,14841.72,11542.14,8564.88,20174.37,seasonal,25,2,,,,,2,9,1.0,7.0,2018.0,227.12,1.47,7.3,0.245,0.5413252022148198,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,382300.0,agriculture,25,1
rural,6,9325.85,10029.26,23033.32,12480.74,9667.31,16950.33,daily-wage,27,2,45.1,1475.33,19.0,0.0,1,11,3.0,12.0,2019.0,202.02,1.19,0.0,,,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,272000.0,agriculture,35,1
rural,7,5946.27,4852.27,11876.04,4192.06,5986.41,10568.19,seasonal,7,1,,,,,3,9,,,2023.0,209.38,0.62,0.1,0.401,0.0087844456423121,1.0,2.0,5.0,1.0,1.0,2.0,5.0,2.0,204200.0,business,19,1
rural,4,7701.34,9117.26,14688.58,10559.85,8441.07,17846.92,seasonal,21,1,42.0,498.76,0.0,0.0,2,18,,,2020.0,206.29,1.17,0.0,,,1.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,471500.0,business,29,0
gig,3,22204.04,26348.09,15277.2,21271.66,15346.07,25826.47,daily-wage,13,2,50.4,2028.46,3.0,1.0,9,15,4.0,23.0,2019.0,510.0,0.9,2.7,0.376,0.1804816182642828,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,144200.0,business,48,0
gig,3,5860.67,34905.19,30278.3,38243.18,17130.53,41114.57,self-employed,16,3,57.4,1324.03,11.0,0.0,15,21,5.0,18.0,2020.0,480.33,2.02,5.1,0.309,0.601453313199312,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,136300.0,business,35,0
gig,4,10739.1,28690.75,23816.37,19434.34,28431.5,21207.29,salaried-gig,16,3,41.0,1424.13,17.0,0.0,12,18,,,,567.85,1.5,5.9,0.436,0.1130248488902502,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,354700.0,business,41,0
gig,2,32554.89,14456.26,34914.45,35487.57,51436.6,7158.26,salaried-gig,28,4,79.8,3076.5,32.0,1.0,20,22,21.0,23.0,2018.0,726.02,2.38,19.8,0.116,0.9924753569680476,4.0,4.0,1.0,4.0,4.0,5.0,2.0,4.0,220300.0,business,42,0
gig,4,27247.15,23394.7,25557.5,17283.41,28401.36,5400.8,salaried-gig,8,2,32.3,1198.93,1.0,0.0,3,20,7.0,16.0,2021.0,496.5,0.68,3.0,0.453,0.151304573400515,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,288100.0,education,31,0
gig,4,20886.01,21116.82,21661.01,27416.9,18820.09,25483.54,salaried-gig,15,2,18.0,1733.49,8.0,0.0,7,19,7.0,20.0,2020.0,467.05,0.72,4.9,0.373,0.4355481443489347,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,430100.0,business,55,0
gig,4,18018.06,26790.24,47182.14,19575.59,27910.26,22011.92,daily-wage,22,3,65.5,2211.24,8.0,0.0,8,20,10.0,12.0,2021.0,600.83,2.12,4.2,0.409,0.7311444570633396,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,155000.0,consumption,34,0
